age,gender,region,customer_type,plan_type,plan_tier,monthly_fee_€,contract_length_months,auto_renewal,subscription_status,avg_monthly_data_gb,avg_monthly_voice_minutes,sms_per_month,roaming_last_3m,loyalty_member,app_logins_per_month,dropped_calls_last_month,avg_download_speed_mbps,coverage_complaints_6m,csat_score,payment_method,on_time_payments,late_payments_6m,outstanding_balance_€,discount_last_renewal,downgraded_last_6m,last_offer_accepted,campaign_ctr,support_tickets_6m,avg_resolution_time_hrs,email_open_rate,nps_score,tenure_days
59,Male,Galway,Individual,Prepay,Essentials,11,1,Yes,Active,30.2,1219,66,Yes,No,6,8,46.4,3,4,Credit Card,Yes,2,248.02,No,No,No,0.35,2,47.6,0.85,-65,30
48,Female,Dublin,Individual,SIM-only,Freedom,34,24,Yes,Active,70.4,2125,61,Yes,No,14,6,98.6,1,3,Debit Card,Yes,5,123.04,Yes,Yes,Yes,0.07,1,1.9,0.61,-84,720
20,Male,Dublin,Individual,SIM-only,Freedom,22,12,Yes,Active,80.3,166,132,No,Yes,28,10,175.2,1,3,Debit Card,No,4,291.0,Yes,No,No,0.29,2,43.9,0.83,-11,360
57,Female,Dublin,Business,Postpay,Unlimited,60,0,No,Active,34.1,263,136,Yes,Yes,0,8,95.8,2,5,Direct Debit,Yes,3,209.97,Yes,No,Yes,0.5,4,55.8,0.49,-9,322
63,Male,Dublin,Individual,Postpay,Freedom,67,24,Yes,Active,8.4,1495,27,Yes,No,22,16,183.6,0,4,Debit Card,Yes,1,102.97,No,No,No,0.54,0,13.1,0.52,64,720
41,Male,Dublin,Individual,Postpay,Unlimited,43,1,Yes,Active,93.6,1231,210,No,Yes,20,8,290.1,2,3,Credit Card,Yes,0,211.84,Yes,No,Yes,0.39,1,13.8,0.62,87,30
67,Female,Other,Individual,Postpay,Freedom,44,1,Yes,Active,37.8,2771,475,Yes,Yes,8,2,201.5,1,5,Credit Card,Yes,2,331.94,No,No,Yes,0.31,1,3.0,0.37,-52,30
49,Female,Cork,Business,Prepay,Freedom,12,12,Yes,Active,15.1,1286,474,Yes,Yes,1,7,109.4,4,2,Direct Debit,Yes,5,35.46,No,No,Yes,0.58,0,37.4,0.5,-20,360
64,Male,Cork,Individual,Postpay,Essentials,68,1,Yes,Active,51.7,1529,204,No,Yes,16,18,280.8,2,2,Direct Debit,Yes,3,166.71,Yes,No,No,0.55,1,47.5,0.55,83,30
39,Female,Dublin,Individual,Postpay,Freedom,79,0,Yes,Active,78.0,1808,252,No,Yes,24,19,170.1,1,4,Credit Card,Yes,2,8.9,No,No,Yes,0.04,4,33.4,0.95,-67,247
40,Female,Other,Family,Postpay,Freedom,57,0,Yes,Cancelled,26.1,2559,37,No,Yes,23,15,39.4,1,4,Debit Card,Yes,0,374.75,No,Yes,No,0.25,1,28.7,0.88,57,236
19,Female,Galway,Family,Postpay,Freedom,73,1,No,Cancelled,30.6,1877,42,Yes,No,9,6,150.2,4,4,Credit Card,Yes,0,320.35,No,No,No,0.09,3,33.3,0.13,54,30
44,Male,Dublin,Individual,Prepay,Freedom,28,24,Yes,Active,28.1,1749,116,No,Yes,5,6,196.4,4,4,Credit Card,Yes,0,31.34,No,No,No,0.09,2,56.5,0.04,78,720
59,Male,Galway,Individual,Postpay,Freedom,76,12,No,Active,99.2,1909,404,No,Yes,4,19,251.6,4,3,Credit Card,No,5,482.37,No,No,No,0.35,4,3.4,0.68,36,360
19,Female,Cork,Individual,Postpay,Freedom,91,24,No,Active,23.8,2623,474,Yes,Yes,7,12,281.0,0,3,Direct Debit,Yes,4,11.31,Yes,No,No,0.44,0,56.7,0.05,-81,720
43,Male,Dublin,Individual,Prepay,Freedom,82,1,Yes,Active,59.7,2769,189,Yes,No,7,2,95.9,1,5,Debit Card,Yes,2,294.98,No,No,No,0.31,4,48.3,0.06,74,30
34,Female,Cork,Individual,SIM-only,Essentials,85,1,Yes,Active,92.9,1335,45,Yes,Yes,29,11,47.5,4,3,Direct Debit,Yes,4,388.18,No,No,No,0.16,3,18.1,0.16,46,30
57,Female,Cork,Individual,Postpay,Unlimited,14,0,Yes,Active,19.0,1197,453,No,Yes,4,7,23.1,0,2,Direct Debit,No,0,393.95,No,No,No,0.41,1,38.3,0.35,-33,201
50,Female,Dublin,Individual,Postpay,Essentials,76,0,Yes,Active,97.2,2478,165,No,No,11,12,221.8,3,5,Credit Card,Yes,3,17.14,No,No,No,0.16,1,4.5,0.43,-24,275
26,Female,Other,Individual,Postpay,Essentials,20,1,No,Cancelled,95.0,767,304,No,Yes,6,19,238.8,3,3,Debit Card,Yes,0,453.21,No,No,No,0.2,4,28.0,0.52,1,30
60,Other,Other,Individual,Postpay,Freedom,77,12,Yes,Active,89.0,2510,202,No,Yes,12,15,123.4,3,4,Direct Debit,Yes,4,459.23,No,No,No,0.14,1,13.4,0.99,39,360
65,Male,Galway,Business,Prepay,Freedom,78,24,Yes,Active,25.4,100,494,No,Yes,12,6,119.4,1,3,Debit Card,Yes,0,280.7,No,No,No,0.63,1,2.6,0.39,24,720
56,Female,Cork,Individual,Postpay,Freedom,10,24,Yes,Active,65.2,1732,232,No,No,16,3,286.3,0,1,Debit Card,Yes,0,241.04,Yes,No,No,0.32,3,26.4,0.24,-28,720
46,Male,Cork,Individual,Prepay,Essentials,100,1,Yes,Active,77.3,1919,244,No,No,3,11,275.1,0,5,Credit Card,Yes,4,22.43,No,No,No,0.2,0,52.6,0.58,-22,30
59,Male,Galway,Individual,Postpay,Freedom,72,24,Yes,Active,98.7,2291,208,Yes,No,17,16,70.7,3,3,Debit Card,Yes,4,280.98,Yes,No,Yes,0.03,2,66.4,0.22,12,720
43,Female,Cork,Business,SIM-only,Freedom,38,1,No,Active,22.1,1371,247,No,Yes,9,0,234.5,2,3,Credit Card,Yes,3,204.69,No,No,Yes,0.08,4,48.0,0.94,32,30
52,Female,Dublin,Individual,Prepay,Unlimited,91,0,Yes,Active,77.8,104,294,No,No,2,16,187.2,3,2,Credit Card,Yes,4,386.4,Yes,No,No,0.27,0,29.5,0.26,96,285
67,Other,Cork,Individual,Prepay,Unlimited,21,24,No,Active,37.2,693,326,No,Yes,11,1,47.1,1,4,Credit Card,Yes,3,201.94,Yes,Yes,No,0.33,2,72.0,0.99,-76,720
42,Female,Other,Individual,Postpay,Freedom,86,12,Yes,Active,21.7,1690,382,No,No,0,5,107.7,3,4,Credit Card,Yes,1,341.79,Yes,No,Yes,0.3,0,21.1,0.42,0,360
41,Male,Cork,Individual,Prepay,Freedom,50,0,Yes,Active,45.0,1310,157,No,No,26,11,54.1,3,2,Credit Card,Yes,1,50.7,No,No,No,0.33,4,14.3,0.81,-70,293
30,Male,Dublin,Individual,Postpay,Freedom,11,1,Yes,Cancelled,80.4,1070,404,No,Yes,10,10,89.3,0,2,Credit Card,Yes,4,66.48,Yes,No,No,0.48,3,33.9,0.65,73,30
24,Female,Galway,Individual,Prepay,Essentials,46,1,Yes,Active,49.2,1066,0,Yes,No,17,10,185.0,3,1,Credit Card,Yes,0,69.86,No,No,No,0.64,3,36.8,0.93,-67,30
53,Male,Dublin,Individual,Prepay,Freedom,54,12,Yes,Cancelled,56.1,817,216,No,Yes,12,17,113.2,4,5,Credit Card,Yes,2,22.76,Yes,No,No,0.09,3,26.2,0.63,68,360
62,Male,Dublin,Business,SIM-only,Freedom,89,1,No,Active,99.5,2268,415,No,Yes,16,7,118.8,4,4,Credit Card,Yes,0,270.66,No,No,No,0.02,0,50.4,0.58,-33,30
37,Male,Dublin,Individual,Postpay,Unlimited,57,24,No,Active,42.9,1536,248,No,No,7,6,162.4,2,2,Debit Card,Yes,4,396.98,Yes,No,No,0.08,4,14.1,0.65,21,720
18,Male,Dublin,Individual,Postpay,Essentials,33,0,Yes,Active,63.5,2191,391,Yes,Yes,19,13,27.1,1,2,Debit Card,Yes,3,305.21,Yes,No,No,0.56,1,37.2,0.79,65,293
25,Male,Galway,Family,Prepay,Freedom,31,1,Yes,Active,39.7,889,68,Yes,Yes,18,15,221.9,1,5,Debit Card,No,0,287.48,No,No,No,0.17,1,36.5,0.9,-55,30
63,Male,Cork,Individual,Postpay,Freedom,20,1,Yes,Cancelled,42.3,1877,29,No,Yes,16,11,121.1,0,2,Direct Debit,Yes,1,340.31,No,Yes,No,0.04,3,59.5,0.27,-32,30
33,Male,Dublin,Individual,Postpay,Freedom,67,12,No,Active,71.1,1873,114,No,No,1,8,144.6,1,1,Credit Card,Yes,5,169.82,Yes,Yes,No,0.12,0,66.8,0.2,-74,360
31,Male,Other,Individual,Postpay,Essentials,55,1,Yes,Active,94.1,789,7,No,Yes,2,19,292.3,2,5,Credit Card,Yes,4,180.98,No,Yes,No,0.09,1,48.1,0.03,70,30
29,Other,Other,Individual,Postpay,Unlimited,38,12,No,Active,56.5,552,368,No,Yes,2,15,104.0,4,1,Credit Card,Yes,0,157.14,No,No,Yes,0.28,0,22.7,0.37,98,360
68,Male,Other,Family,Postpay,Freedom,44,24,Yes,Active,78.0,843,274,No,No,5,18,194.8,0,3,Direct Debit,Yes,5,356.05,Yes,No,Yes,0.2,4,50.0,0.85,-56,720
40,Male,Dublin,Business,Postpay,Freedom,24,24,Yes,Active,13.5,658,491,No,Yes,9,15,118.4,4,4,Debit Card,Yes,0,80.82,Yes,No,No,0.4,3,18.8,0.07,-83,720
32,Female,Cork,Individual,Prepay,Essentials,69,24,No,Active,25.1,2884,314,Yes,Yes,23,8,268.4,2,2,Credit Card,Yes,3,6.51,No,No,No,0.29,2,69.6,0.54,-69,720
45,Male,Other,Individual,Postpay,Freedom,51,24,Yes,Active,52.7,1018,438,Yes,No,21,12,254.2,0,5,Credit Card,Yes,3,298.1,Yes,No,No,0.15,3,59.4,0.69,-99,720
51,Female,Galway,Business,Prepay,Freedom,52,12,Yes,Active,6.9,1953,413,No,Yes,17,4,73.2,3,1,Debit Card,Yes,3,471.19,No,No,No,0.06,2,31.6,0.84,68,360
19,Female,Dublin,Family,Postpay,Essentials,89,24,Yes,Cancelled,29.0,1190,334,No,No,17,18,207.8,1,4,Credit Card,No,5,304.7,No,No,No,0.73,1,56.7,0.58,-81,720
49,Male,Dublin,Family,Prepay,Essentials,83,1,Yes,Active,54.2,750,35,No,Yes,13,9,20.5,2,4,Debit Card,Yes,2,391.46,No,No,Yes,0.26,2,30.0,0.19,85,30
40,Male,Cork,Individual,Postpay,Unlimited,58,1,Yes,Active,6.4,2296,310,No,No,15,6,289.0,0,2,Direct Debit,Yes,5,336.4,No,No,No,0.07,0,6.3,0.96,-63,30
39,Female,Other,Individual,Postpay,Essentials,73,1,Yes,Active,30.1,774,43,Yes,No,6,8,105.3,4,4,Debit Card,Yes,4,248.72,No,No,No,0.15,2,51.2,0.09,-100,30
68,Female,Cork,Family,Prepay,Essentials,41,1,No,Active,53.8,2811,154,No,Yes,0,13,249.7,0,2,Direct Debit,Yes,4,359.2,Yes,No,No,0.33,1,29.7,0.77,96,30
42,Male,Cork,Individual,Prepay,Freedom,73,1,Yes,Active,59.4,1380,76,No,Yes,16,14,96.2,3,3,Credit Card,Yes,1,412.05,No,No,Yes,0.47,1,67.1,0.09,81,30
39,Female,Dublin,Individual,Prepay,Freedom,11,24,No,Active,92.9,691,77,No,No,22,12,190.2,2,2,Debit Card,Yes,1,112.37,No,No,No,0.21,3,22.8,0.14,41,720
39,Male,Galway,Individual,Postpay,Essentials,33,1,Yes,Active,66.3,2867,100,Yes,Yes,24,9,295.1,0,1,Direct Debit,Yes,4,168.07,Yes,Yes,No,0.18,1,60.9,0.9,52,30
66,Other,Other,Individual,Postpay,Freedom,96,0,Yes,Active,44.4,718,437,No,Yes,4,13,263.1,2,4,Debit Card,Yes,0,111.86,No,No,No,0.25,0,49.3,0.75,36,34
69,Male,Dublin,Individual,Prepay,Essentials,75,12,Yes,Active,93.4,233,431,No,No,26,11,48.9,2,4,Debit Card,Yes,4,226.09,Yes,No,No,0.52,2,61.6,0.37,88,360
59,Female,Galway,Individual,Postpay,Essentials,47,0,Yes,Active,79.6,2071,29,No,No,0,18,164.7,4,4,Debit Card,Yes,2,442.53,Yes,No,Yes,0.07,4,21.7,0.64,79,39
23,Female,Other,Business,Prepay,Essentials,40,0,Yes,Active,24.0,1404,38,No,No,20,5,105.2,1,2,Direct Debit,Yes,1,172.6,No,No,No,0.18,1,33.8,0.46,35,300
32,Female,Dublin,Individual,Postpay,Unlimited,35,1,No,Active,17.4,1005,238,Yes,Yes,26,11,130.9,3,5,Credit Card,Yes,1,187.23,No,No,No,0.59,2,59.4,0.07,-85,30
60,Female,Cork,Family,SIM-only,Essentials,38,1,Yes,Cancelled,69.2,1369,12,Yes,Yes,16,12,101.2,0,2,Credit Card,Yes,5,430.18,No,No,No,0.28,3,46.7,0.72,13,30
54,Male,Dublin,Individual,Prepay,Essentials,76,1,Yes,Active,58.2,1401,121,Yes,No,9,7,101.5,1,1,Credit Card,No,1,257.69,Yes,No,No,0.06,4,26.6,0.76,-93,30
50,Male,Galway,Individual,Postpay,Freedom,87,12,Yes,Active,80.0,2569,143,No,No,11,15,163.2,4,2,Direct Debit,Yes,4,267.72,No,No,No,0.5,3,37.4,0.88,-78,360
25,Male,Cork,Business,Prepay,Unlimited,34,12,No,Active,75.2,2064,171,No,No,24,1,58.4,1,4,Direct Debit,Yes,1,430.4,Yes,No,No,0.31,0,71.7,0.54,-28,360
61,Male,Galway,Individual,Prepay,Essentials,57,1,No,Active,64.4,2292,454,No,No,19,6,161.7,2,3,Credit Card,Yes,1,245.26,No,No,No,0.35,3,53.7,0.67,-67,30
61,Female,Galway,Individual,Prepay,Freedom,74,1,Yes,Active,98.7,2765,367,Yes,No,24,11,84.4,2,1,Credit Card,Yes,5,340.78,No,No,Yes,0.34,2,44.6,0.44,-83,30
22,Male,Dublin,Individual,Prepay,Essentials,62,1,Yes,Active,55.7,2817,246,No,Yes,1,6,87.4,3,3,Direct Debit,Yes,4,42.82,No,No,No,0.42,4,59.8,0.32,8,30
56,Male,Other,Individual,Postpay,Freedom,76,12,Yes,Active,15.7,716,246,No,No,22,18,221.9,0,1,Credit Card,Yes,0,89.32,No,Yes,No,0.36,3,32.4,0.41,-57,360
21,Other,Cork,Family,Postpay,Freedom,99,0,Yes,Active,83.7,1562,410,Yes,Yes,15,13,9.8,0,1,Credit Card,Yes,1,202.19,No,No,Yes,0.38,3,68.5,0.91,42,259
23,Female,Dublin,Business,Postpay,Freedom,27,0,Yes,Active,28.9,1711,44,No,Yes,14,8,114.9,4,4,Credit Card,Yes,1,247.42,No,No,Yes,0.33,0,40.2,0.16,-86,341
62,Female,Galway,Individual,Prepay,Freedom,18,12,Yes,Active,78.8,1225,252,Yes,Yes,27,17,122.9,3,2,Credit Card,Yes,1,482.87,No,No,Yes,0.09,2,24.2,0.25,-8,360
49,Other,Galway,Individual,Prepay,Freedom,47,1,Yes,Active,95.9,1271,374,Yes,No,12,10,146.0,0,4,Debit Card,Yes,2,485.33,No,No,No,0.51,3,7.1,0.61,26,30
69,Male,Dublin,Individual,Postpay,Essentials,96,0,Yes,Active,71.2,2165,290,Yes,No,17,15,201.0,2,4,Credit Card,Yes,4,425.6,No,No,No,0.15,2,27.7,0.12,20,84
47,Male,Other,Family,SIM-only,Freedom,30,1,Yes,Active,61.6,8,206,No,Yes,27,18,111.5,3,4,Debit Card,Yes,1,157.8,No,No,Yes,0.09,1,41.4,0.89,-78,30
64,Female,Other,Individual,Prepay,Essentials,74,24,No,Active,48.7,597,411,No,Yes,19,10,64.7,1,3,Direct Debit,Yes,2,482.01,No,No,Yes,0.21,0,50.9,0.05,92,720
52,Female,Dublin,Individual,Postpay,Freedom,30,24,No,Active,39.6,22,482,No,Yes,21,17,265.6,3,1,Credit Card,Yes,0,344.67,Yes,No,No,0.02,0,63.1,0.76,-30,720
57,Male,Other,Individual,Postpay,Unlimited,36,12,Yes,Active,38.5,1990,6,No,No,13,10,294.3,3,5,Credit Card,No,0,196.47,Yes,No,Yes,0.31,0,68.0,0.37,8,360
69,Female,Dublin,Individual,Postpay,Unlimited,79,1,Yes,Active,65.5,2287,445,No,No,17,3,7.0,0,2,Direct Debit,Yes,5,350.84,No,No,No,0.31,2,8.3,0.05,-69,30
33,Male,Dublin,Individual,Postpay,Unlimited,53,12,Yes,Cancelled,76.4,1608,241,No,Yes,1,17,164.4,4,4,Debit Card,Yes,5,8.26,No,No,No,0.5,3,43.7,0.84,13,360
30,Male,Dublin,Family,Prepay,Freedom,37,24,Yes,Active,69.5,2074,109,Yes,No,1,18,103.2,4,1,Credit Card,Yes,5,73.08,No,No,No,0.22,3,48.3,0.64,59,720
67,Female,Other,Individual,Prepay,Freedom,54,24,No,Active,23.8,1104,113,No,Yes,2,12,83.8,0,2,Credit Card,Yes,2,414.84,Yes,No,No,0.29,2,13.2,0.01,-68,720
59,Female,Galway,Individual,Postpay,Essentials,26,1,Yes,Cancelled,51.9,2246,306,No,Yes,4,3,101.4,0,5,Credit Card,Yes,0,322.79,Yes,No,No,0.25,2,39.7,0.27,70,30
47,Female,Dublin,Family,Prepay,Freedom,49,24,No,Active,80.2,2822,301,Yes,Yes,24,9,192.0,0,5,Debit Card,Yes,5,182.1,No,No,Yes,0.13,1,24.8,0.35,-88,720
36,Male,Cork,Family,SIM-only,Freedom,12,0,No,Active,50.2,91,275,No,No,15,4,58.0,4,4,Credit Card,Yes,3,250.33,No,No,No,0.25,4,6.5,0.32,15,70
34,Female,Galway,Individual,Postpay,Freedom,85,1,Yes,Active,56.0,850,95,No,Yes,21,2,273.9,0,5,Credit Card,Yes,5,452.57,Yes,No,No,0.39,4,5.7,0.5,36,30
36,Male,Dublin,Individual,Prepay,Freedom,85,12,Yes,Active,78.3,1982,293,Yes,No,14,15,140.4,1,5,Credit Card,Yes,0,315.79,No,Yes,Yes,0.13,0,54.9,0.53,89,360
45,Male,Other,Individual,Postpay,Essentials,75,1,Yes,Active,67.8,1107,188,No,Yes,11,7,98.3,1,2,Direct Debit,Yes,3,199.07,No,No,No,0.07,3,44.7,0.4,84,30
43,Female,Other,Individual,Prepay,Freedom,55,24,Yes,Active,43.9,299,359,Yes,Yes,29,6,229.9,2,2,Credit Card,Yes,2,60.16,Yes,No,No,0.14,0,51.8,0.33,75,720
54,Female,Cork,Individual,Postpay,Unlimited,95,0,Yes,Active,90.1,2343,287,No,Yes,8,18,5.9,1,4,Debit Card,Yes,3,146.87,Yes,No,Yes,0.11,3,49.7,0.5,70,167
43,Female,Other,Individual,Postpay,Essentials,96,12,Yes,Active,20.4,2694,153,Yes,Yes,25,13,130.1,3,1,Credit Card,Yes,0,489.17,Yes,Yes,No,0.14,3,10.5,0.03,-34,360
40,Female,Cork,Individual,SIM-only,Freedom,39,24,No,Active,99.6,1477,57,Yes,Yes,13,14,107.2,2,4,Credit Card,Yes,1,218.68,Yes,No,No,0.15,1,11.8,0.65,-69,720
26,Female,Other,Family,Postpay,Unlimited,78,24,Yes,Cancelled,16.3,1304,422,Yes,No,28,16,102.1,1,3,Debit Card,No,3,235.92,No,No,No,0.29,2,18.9,0.61,-28,720
29,Female,Galway,Individual,Postpay,Freedom,18,0,Yes,Active,6.4,1000,403,No,Yes,20,0,101.8,3,5,Debit Card,Yes,0,249.3,Yes,No,No,0.12,2,29.3,0.28,4,144
18,Male,Galway,Individual,Postpay,Freedom,94,1,Yes,Active,89.6,1082,337,No,No,15,5,10.4,1,1,Debit Card,Yes,5,442.05,Yes,No,No,0.24,2,67.7,0.18,87,30
18,Male,Dublin,Individual,SIM-only,Essentials,20,12,Yes,Active,28.3,2956,49,Yes,Yes,10,14,46.5,3,2,Debit Card,No,1,301.96,No,No,No,0.37,4,48.8,0.07,28,360
64,Male,Other,Business,Prepay,Freedom,78,0,Yes,Cancelled,74.3,2918,206,Yes,Yes,5,11,43.4,0,3,Credit Card,No,2,346.84,No,Yes,Yes,0.02,2,19.1,0.59,84,92
51,Male,Cork,Family,Prepay,Unlimited,100,24,No,Active,82.0,1365,51,No,Yes,9,19,296.6,3,3,Debit Card,Yes,2,194.71,No,Yes,No,0.18,4,5.0,0.57,12,720
49,Female,Dublin,Family,Prepay,Freedom,75,24,Yes,Active,86.6,2800,341,No,No,27,1,7.6,0,5,Credit Card,Yes,4,14.54,Yes,No,No,0.57,0,49.6,0.53,5,720
65,Female,Dublin,Family,Prepay,Freedom,97,0,Yes,Cancelled,99.2,2389,370,No,Yes,7,4,51.0,3,2,Credit Card,Yes,2,465.49,No,No,No,0.15,4,45.4,0.99,-32,63
42,Male,Cork,Business,Postpay,Essentials,40,0,Yes,Active,32.9,2109,149,Yes,Yes,15,8,292.3,3,1,Debit Card,Yes,4,474.56,No,No,No,0.27,3,49.0,0.53,-32,281
57,Male,Cork,Individual,Postpay,Essentials,42,0,Yes,Cancelled,72.5,775,52,No,No,2,19,188.8,1,2,Direct Debit,No,2,474.58,No,No,No,0.03,1,19.5,0.72,95,226
62,Female,Galway,Individual,Postpay,Unlimited,48,24,No,Active,16.0,2672,212,No,Yes,1,13,135.7,3,5,Debit Card,Yes,2,471.84,No,Yes,No,0.78,1,37.7,0.11,-40,720
18,Male,Other,Individual,Prepay,Freedom,55,0,Yes,Active,43.6,1452,65,No,No,15,17,24.5,1,3,Direct Debit,Yes,2,407.62,No,No,No,0.23,3,26.7,0.3,-93,281
33,Female,Dublin,Family,Postpay,Freedom,46,1,No,Cancelled,85.6,1681,231,No,Yes,18,7,201.2,3,5,Direct Debit,Yes,4,342.3,No,No,Yes,0.29,0,59.1,0.28,-94,30
56,Female,Galway,Family,Prepay,Essentials,69,1,Yes,Active,39.9,1751,372,Yes,No,29,1,42.2,4,4,Credit Card,Yes,5,422.25,No,No,No,0.13,1,5.9,0.58,64,30
22,Female,Dublin,Individual,Postpay,Freedom,40,12,Yes,Active,61.2,2303,298,Yes,Yes,8,8,201.7,2,3,Direct Debit,Yes,4,300.27,Yes,No,No,0.2,3,20.6,0.33,69,360
39,Female,Other,Individual,Postpay,Unlimited,20,0,Yes,Active,52.9,2875,337,No,No,15,6,293.8,1,5,Debit Card,Yes,3,67.18,Yes,No,No,0.44,1,43.8,0.64,59,91
46,Female,Other,Individual,Prepay,Freedom,96,1,Yes,Cancelled,66.4,1851,150,No,Yes,21,17,160.1,1,1,Direct Debit,Yes,0,195.61,Yes,No,No,0.14,4,15.6,0.69,44,30
20,Male,Cork,Business,Prepay,Essentials,11,24,Yes,Active,97.4,1897,204,No,Yes,25,15,65.0,0,1,Debit Card,Yes,0,485.65,Yes,No,No,0.27,1,48.8,0.03,55,720
29,Female,Galway,Individual,Prepay,Freedom,36,24,No,Active,10.3,1729,319,No,Yes,27,4,188.0,4,1,Debit Card,Yes,5,175.57,Yes,Yes,No,0.33,4,10.7,0.64,-31,720
43,Female,Dublin,Individual,Postpay,Freedom,11,12,Yes,Active,59.5,1327,254,No,Yes,3,14,154.4,0,4,Debit Card,Yes,0,433.91,No,No,Yes,0.21,4,2.6,0.12,75,360
33,Male,Cork,Individual,SIM-only,Freedom,30,0,Yes,Active,87.0,614,488,No,No,9,4,160.4,4,2,Credit Card,Yes,2,46.61,Yes,Yes,Yes,0.27,1,62.3,0.47,-47,254
68,Female,Other,Individual,Postpay,Unlimited,67,1,Yes,Active,50.7,244,136,No,Yes,18,10,144.0,4,1,Direct Debit,Yes,5,167.09,No,No,Yes,0.33,1,24.7,0.73,69,30
54,Female,Cork,Family,Prepay,Freedom,14,12,Yes,Active,12.5,756,368,Yes,Yes,12,13,202.4,3,4,Credit Card,Yes,0,175.48,No,No,No,0.1,4,12.1,0.7,-65,360
39,Female,Dublin,Individual,Postpay,Unlimited,61,1,Yes,Active,58.3,823,134,Yes,Yes,17,18,172.0,0,1,Credit Card,No,4,25.8,Yes,No,Yes,0.21,1,13.3,0.3,-35,30
46,Female,Cork,Family,Postpay,Freedom,54,24,Yes,Active,36.5,2827,424,No,Yes,14,2,296.1,2,4,Credit Card,Yes,3,59.55,No,Yes,No,0.33,0,63.9,0.27,58,720
31,Female,Other,Individual,Postpay,Essentials,94,12,Yes,Active,19.7,2779,53,Yes,Yes,29,9,247.9,4,1,Credit Card,No,1,96.58,Yes,No,No,0.46,2,47.5,0.44,92,360
45,Female,Dublin,Individual,Prepay,Freedom,29,0,Yes,Active,85.7,1846,64,Yes,Yes,3,5,80.1,4,2,Credit Card,Yes,3,418.91,No,Yes,No,0.43,2,68.9,0.19,-98,83
22,Female,Dublin,Individual,Prepay,Essentials,70,24,Yes,Active,54.6,1435,1,Yes,No,8,2,218.0,1,5,Credit Card,Yes,0,31.7,No,No,No,0.03,3,57.8,0.97,-88,720
64,Female,Galway,Family,Postpay,Unlimited,47,24,Yes,Cancelled,93.7,2925,131,Yes,No,3,1,65.1,3,1,Credit Card,Yes,5,149.35,Yes,No,Yes,0.33,2,55.5,0.34,58,720
66,Female,Other,Individual,Prepay,Freedom,29,0,Yes,Active,81.6,1240,333,Yes,Yes,28,12,234.9,2,5,Credit Card,Yes,0,5.09,No,No,No,0.51,0,36.5,0.92,-72,188
47,Female,Dublin,Individual,Prepay,Freedom,34,12,Yes,Active,70.8,515,31,No,No,15,17,45.1,4,1,Credit Card,Yes,4,347.81,No,No,Yes,0.24,2,59.3,0.91,-44,360
63,Female,Dublin,Individual,Prepay,Freedom,11,1,No,Active,5.5,473,355,No,Yes,27,1,142.6,1,2,Credit Card,Yes,3,310.15,Yes,Yes,No,0.33,2,30.3,0.36,60,30
69,Male,Dublin,Business,Postpay,Essentials,41,1,Yes,Active,45.6,35,385,No,Yes,20,14,237.4,0,5,Direct Debit,No,4,322.49,No,No,Yes,0.23,0,59.7,0.25,80,30
22,Female,Dublin,Individual,Postpay,Freedom,35,0,Yes,Active,23.8,1410,359,No,Yes,14,4,84.8,4,4,Credit Card,Yes,4,187.19,No,No,No,0.29,4,54.8,0.77,-91,323
29,Female,Cork,Family,SIM-only,Freedom,79,12,Yes,Active,91.5,1792,497,No,Yes,23,14,251.3,1,1,Credit Card,No,1,104.13,Yes,No,No,0.35,2,49.2,0.23,-38,360
33,Male,Galway,Individual,Postpay,Essentials,50,24,Yes,Active,21.6,1734,242,Yes,Yes,1,16,193.6,0,1,Credit Card,Yes,4,360.16,No,No,No,0.42,3,24.4,0.52,-28,720
43,Female,Galway,Individual,Postpay,Freedom,76,12,No,Cancelled,32.2,829,191,No,No,27,1,119.9,3,4,Credit Card,Yes,4,405.56,Yes,Yes,No,0.34,2,45.8,0.11,92,360
43,Male,Galway,Individual,Prepay,Essentials,10,0,Yes,Active,54.1,1092,141,Yes,No,26,17,127.6,0,2,Debit Card,Yes,1,69.3,No,No,Yes,0.25,2,37.0,0.39,7,54
65,Male,Dublin,Individual,Postpay,Freedom,60,12,No,Active,30.0,2413,147,No,Yes,13,14,277.9,4,3,Credit Card,Yes,2,243.41,Yes,No,No,0.37,0,33.8,0.08,0,360
38,Female,Other,Individual,Prepay,Freedom,14,1,No,Active,24.9,1185,88,No,Yes,2,19,66.1,2,1,Credit Card,Yes,2,124.36,No,Yes,No,0.13,0,71.3,0.28,-5,30
56,Male,Cork,Individual,Postpay,Essentials,22,24,Yes,Cancelled,61.9,1762,489,No,No,21,2,208.3,0,4,Credit Card,Yes,5,84.05,No,No,No,0.31,3,36.8,0.67,-4,720
53,Female,Other,Individual,Prepay,Unlimited,28,1,Yes,Active,13.4,944,48,No,Yes,27,4,212.5,2,3,Debit Card,No,1,367.16,Yes,No,No,0.21,1,3.3,0.99,-99,30
50,Female,Galway,Business,Prepay,Essentials,21,0,Yes,Active,10.5,1511,135,No,No,22,10,276.8,2,1,Debit Card,Yes,5,269.05,Yes,No,Yes,0.45,0,45.5,0.25,9,266
